Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Seychelles,Рожков Карл Александрович,Universidad Católica,нападающий,6,19
Morocco,Фомичев Гедеон Тимурович,Inter Milan,нападающий,6,17
Equatorial Guinea,Казаков Ермолай Виленович,Cerro Porteño,защитник,9,4
Iran,Корнилов Светозар Эдуардович,Levski Sofia,полузащитник,2,22
Austria,Евсеев Савелий Эдуардович,Flamengo,вратарь,2,-11
Norfolk Island,Родионов Гедеон Васильевич,Atlético Mineiro,полузащитник,7,16
Jamaica,Игнатов Елисей Харитонович,América de Cali,полузащитник,6,14
Angola,Баранов Исай Виленович,Feyenoord,нападающий,7,27
Cameroon,Анисимов Назар Владиславович,Spartak Moscow,нападающий,10,19
Saudi Arabia,Романов Потап Жанович,Anderlecht,защитник,10,2
Cameroon,Силин Назар Адамович,Manchester United,нападающий,10,15
Saint Lucia,Хохлов Самуил Ярославович,América de Cali,полузащитник,2,11
Nauru,Пономарев Гедеон Харлампьевич,Valencia,нападающий,10,14
Faroe Islands,Кондратьев Нифонт Бориславович,Napoli,полузащитник,4,12
Botswana,Филатов Борис Артемьевич,Grêmio,вратарь,2,-7
Philippines,Шарапов Авдей Ерофеевич,Chelsea,вратарь,1,-7
Bolivia,Беспалов Лука Артёмович,Atlético Madrid,вратарь,6,-16
Liberia,Гришин Клавдий Феоктистович,Colo-Colo,нападающий,8,16
Canada,Воронов Ладислав Виленович,Athletic Bilbao,нападающий,6,4
Slovenia,Юдин Амвросий Захарьевич,Juventus,нападающий,10,27
Fiji,Григорьев Борис Исидорович,Ferencvárosi TC,полузащитник,10,29
Dominica,Федосеев Севастьян Геннадиевич,MTK Budapest,нападающий,3,7
El Salvador,Лаврентьев Амос Ильясович,Inter Milan,вратарь,10,-6
Philippines,Лукин Амвросий Филатович,Austria Wien,нападающий,5,23
Andorra,Сидоров Родион Виленович,América de Cali,вратарь,10,-18
Egypt,Субботин Ратибор Евстигнеевич,Partizan,полузащитник,4,3
Comoros,Гуляев Авксентий Антипович,Atlético Madrid,нападающий,1,4
France,Калашников Аркадий Юльевич,Atlético Madrid,вратарь,6,-10
Jordan,Соболев Болеслав Марсович,Fenerbahçe,нападающий,3,27
Sweden,Зимин Мирослав Терентьевич,MTK Budapest,защитник,10,29
Viet Nam,Никитин Петр Тарасович,Austria Wien,полузащитник,6,13
Tunisia,Брагин Эрнст Анатольевич,Schalke,полузащитник,5,10
Botswana,Казаков Максимильян Марсович,PSV Eindhoven,вратарь,10,-16
Burundi,Горшков Михей Владленович,Anderlecht,полузащитник,4,24
Belarus,Давыдов Мирослав Валерьевич,Steaua Bucureşti,вратарь,5,-28
Bangladesh,Бобылев Януарий Исидорович,Köln,защитник,10,20
Czech Republic,Стрелков Сергей Харламович,Olympiacos,нападающий,7,3
Guam,Шубин Елисей Антонович,Grêmio,полузащитник,3,25
Norway,Морозов Владилен Архипович,IFK Göteborg,полузащитник,1,6
Luxembourg,Большаков Фирс Архипович,River Plate,вратарь,5,-15
Faroe Islands,Терентьев Юлиан Васильевич,Schalke,нападающий,9,29
Portugal,Туров Нестор Бориславович,Barcelona,полузащитник,9,2
Cocos Islands,Копылов Кондратий Васильевич,Panathinaikos,нападающий,3,18
Morocco,Фокин Нифонт Эдгардович,Steaua Bucureşti,полузащитник,6,25
Albania,Дорофеев Владлен Владиславович,Schalke,нападающий,7,13
Sri Lanka,Кудрявцев Зиновий Иосипович,Red Star Belgrade,защитник,10,1
Congo,Кузьмин Анисим Архипович,Atlético Nacional,нападающий,1,8
Seychelles,Комаров Борислав Гурьевич,Grêmio,вратарь,10,-16
Micronesia,Карпов Светозар Вячеславович,Arsenal,полузащитник,1,5
Gambia,Ситников Соломон Гавриилович,Borussia Mönchengladbach,нападающий,1,23
Philippines,Зимин Михей Игнатович,PSV Eindhoven,защитник,9,13
Kyrgyzstan,Михеев Трифон Феоктистович,Universidad Católica,полузащитник,9,13
Afghanistan,Кудрявцев Фотий Артёмович,Olympique Lyonnais,защитник,6,8
Madagascar,Молчанов Савелий Ермолаевич,Porto,защитник,6,15
Andorra,Абрамов Валерий Даниилович,Inter Milan,полузащитник,9,7
Mayotte,Кулагин Боян Викентьевич,Barcelona,вратарь,3,-14
Pakistan,Захаров Елисей Аверьянович,Tottenham Hotspur,нападающий,6,27
Gambia,Ершов Евстигней Федосеевич,Hamburger SV,нападающий,6,4
Central African Rep,Рогов Мартын Владиславович,Cerro Porteño,полузащитник,8,8
Haiti,Доронин Нестор Герасимович,Club América,полузащитник,4,16
Greece,Гусев Ярополк Марсович,Panathinaikos,защитник,6,7
Ecuador,Михеев Станимир Вилорович,Universidad Católica,защитник,4,18
Liberia,Гордеев Софон Тихонович,Benfica,полузащитник,9,19
Turkey,Алексеев Боян Устинович,Lazio,нападающий,3,26
Laos,Сидоров Всемил Ануфриевич,Colo-Colo,нападающий,7,23
Papua New Guinea,Зайцев Парамон Денисович,Vélez Sarsfield,нападающий,9,28
Czech Republic,Коновалов Данила Ааронович,Atlético Nacional,полузащитник,2,5
Peru,Гурьев Ефим Евстигнеевич,Red Star Belgrade,вратарь,8,-13
Iceland,Федотов Михей Власович,Dinamo Zagreb,нападающий,2,11
Yugoslavia,Васильев Исай Эдгардович,Grasshopper Club Zürich,нападающий,6,12
Jordan,Рогов Ульян Давидович,River Plate,вратарь,9,-28
Solomon Islands,Гущин Константин Артурович,Atlético Nacional,защитник,4,9
Algeria,Щукин Христофор Артемьевич,Atlético Nacional,защитник,7,4
Egypt,Кудряшов Изот Давыдович,Everton,полузащитник,1,19
Algeria,Некрасов Ярополк Антонович,Hajduk Split,защитник,8,9
Malawi,Молчанов Аверьян Жоресович,Atlético Mineiro,защитник,10,29
Mauritania,Рогов Тихон Вилорович,Olympique Marseille,полузащитник,2,16
Japan,Буров Ювеналий Глебович,Anderlecht,полузащитник,6,4
Liberia,Доронин Эраст Адрианович,Libertad,защитник,6,15
Croatia,Исаков Сильвестр Филатович,Grêmio,нападающий,1,24
Sudan,Емельянов Фока Ярославович,Santos,полузащитник,1,22
Norway,Шарапов Никодим Артёмович,Universitario,защитник,3,25
Bolivia,Сергеев Леонид Димитриевич,Dinamo Zagreb,защитник,6,27
Yemen,Киселев Борис Елисеевич,Libertad,нападающий,1,10
Guadeloupe,Белов Виктор Бориславович,Steaua Bucureşti,защитник,3,25
Uruguay,Лобанов Ладимир Виленович,Saint-Étienne,защитник,2,28
Rwanda,Маслов Антип Борисович,Universidad Católica,полузащитник,1,1
Egypt,Кулаков Андроник Георгиевич,Borussia Dortmund,защитник,1,24
Saudi Arabia,Сазонов Афиноген Евсеевич,Saint-Étienne,полузащитник,8,8
Bahamas,Авдеев Варлаам Арсенович,Arsenal,нападающий,2,1
Tokelau,Трофимов Адам Исидорович,Internacional,полузащитник,5,27
Slovakia,Шашков Ратибор Игоревич,Racing,вратарь,3,-5
Germany,Михеев Ладимир Феодосьевич,Cerro Porteño,полузащитник,3,3
