Страна,ФИО,Клуб,Амплуа,Количество матчей,Количество мячей
Nicaragua,Осипов Конон Еремеевич,Dinamo Zagreb,защитник,1,26
Portugal,Потапов Вениамин Чеславович,Flamengo,вратарь,8,-12
Cook Islands,Лобанов Селиверст Ерофеевич,Valencia,нападающий,3,25
San Marino,Белов Демьян Аксёнович,Universitario,нападающий,8,5
Armenia,Субботин Федор Фокич,Arsenal,полузащитник,7,4
Romania,Кириллов Всемил Данилович,Universidad Católica,нападающий,1,23
Egypt,Одинцов Агафон Иосипович,Panathinaikos,полузащитник,3,23
Peru,Одинцов Вышеслав Елизарович,Club América,защитник,2,13
Liechtenstein,Беляев Август Ефремович,São Paulo,нападающий,3,7
United Kingdom,Максимов Прохор Фадеевич,Feyenoord,полузащитник,10,19
Denmark,Панов Митофан Владиславович,A.C. Milan,полузащитник,3,22
Austria,Игнатов Лев Измаилович,Cruzeiro,нападающий,9,27
France,Комиссаров Агафон Эдуардович,Monaco,полузащитник,9,8
Cambodia,Фролов Сильвестр Викторович,Dynamo Kyiv,нападающий,6,12
Netherlands Antilles,Галкин Сильвестр Гавриилович,Espérance,полузащитник,2,25
Denmark,Красильников Александр Исидорович,Napoli,нападающий,4,24
Pakistan,Фадеев Ким Ярославович,Feyenoord,нападающий,9,9
Philippines,Прохоров Савва Харлампьевич,Sporting,вратарь,7,-28
Guinea,Афанасьев Аверьян Жанович,Fiorentina,нападающий,2,9
Armenia,Сергеев Мирослав Тарасович,Dinamo Bucureşti,вратарь,3,-9
New Caledonia,Ширяев Фортунат Анатольевич,Ferencvárosi TC,полузащитник,1,17
Malta,Пономарев Олег Арсеньевич,Zamalek,полузащитник,5,28
Iceland,Фролов Модест Филатович,Anderlecht,защитник,10,28
Netherlands Antilles,Фролов Фадей Марсович,Köln,защитник,1,19
Mauritius,Шарапов Ростислав Данилович,Partizan,вратарь,1,-23
Puerto Rico,Лапин Наркис Филимонович,Everton,защитник,3,21
Guatemala,Гришин Самсон Витальевич,Slavia Prague,нападающий,1,11
Yugoslavia,Кудряшов Август Жоресович,Celtic,вратарь,5,-18
Kuwait,Нестеров Никита Ерофеевич,Köln,вратарь,10,-23
Kyrgyzstan,Волков Тихон Аверьянович,San Lorenzo,полузащитник,7,7
Colombia,Семенов Ираклий Фомич,Borussia Mönchengladbach,полузащитник,2,9
Bhutan,Алексеев Гедеон Чеславович,Espérance,вратарь,10,-7
Sweden,Кудряшов Парфен Ануфриевич,Paris Saint-Germain,полузащитник,6,27
Seychelles,Николаев Радислав Юльевич,MTK Budapest,защитник,10,6
Croatia,Алексеев Афиноген Ефремович,Club Brugge,вратарь,6,-11
Guyana,Медведев Павел Еремеевич,Chelsea,нападающий,3,2
San Marino,Мясников Селиверст Всеволодович,Grêmio,полузащитник,10,21
Anguilla,Беляков Павел Анатольевич,Atlético Nacional,полузащитник,5,29
Netherlands Antilles,Белозеров Чеслав Филимонович,Club Brugge,вратарь,7,-16
Netherlands Antilles,Зуев Велимир Чеславович,Athletic Bilbao,полузащитник,10,4
Seychelles,Некрасов Феофан Захарьевич,Olympique Marseille,защитник,3,16
United Kingdom,Зимин Панфил Эдгардович,Santos,нападающий,10,18
Papua New Guinea,Беляков Сергей Тихонович,Tottenham Hotspur,защитник,9,12
St. Helena,Прохоров Емельян Артёмович,Estudiantes,вратарь,6,-10
Chile,Селиверстов Ефим Валентинович,Boca Juniors,полузащитник,1,18
Oman,Молчанов Ипат Димитриевич,Benfica,вратарь,2,-16
Yugoslavia,Ефимов Мир Антонович,Vasco da Gama,защитник,2,3
Singapore,Тимофеев Остромир Терентьевич,Rapid Wien,нападающий,8,1
Trinidad And Tobago,Яковлев Селиван Владиславович,Torino,нападающий,4,1
Hungary,Мухин Фома Гурьевич,Santos,вратарь,4,-15
Jamaica,Беспалов Корнил Антипович,Club Brugge,полузащитник,9,5
Falkland Islands (Malvinas),Исаков Орест Харитонович,A.C. Milan,нападающий,8,5
Bosnia And Herzegowina,Марков Радислав Феодосьевич,Juventus,вратарь,5,-4
Tuvalu,Кабанов Евгений Гордеевич,Grasshopper Club Zürich,нападающий,4,16
Gambia,Рябов Ермил Валентинович,Vélez Sarsfield,защитник,2,17
Slovenia,Никонов Филарет Димитриевич,Espérance,вратарь,1,-28
Monaco,Исаев Ульян Харитонович,Nacional,нападающий,6,30
Ukraine,Виноградов Парфен Викентьевич,Everton,нападающий,2,30
Montserrat,Александров Карп Ефимович,Aston Villa,защитник,9,9
Bolivia,Блинов Иосиф Бенедиктович,Club Brugge,защитник,4,24
Bahamas,Баранов Панкратий Аверьянович,Nacional,нападающий,4,15
Malawi,Рябов Савва Абрамович,Monaco,полузащитник,1,15
Tunisia,Доронин Пимен Изотович,Aston Villa,нападающий,9,18
Sweden,Туров Андрон Аксёнович,Club América,нападающий,7,22
Australia,Авдеев Эрнест Харлампьевич,Olympique Marseille,полузащитник,5,8
Guadeloupe,Копылов Иларион Дмитриевич,Dinamo Zagreb,вратарь,5,-10
Laos,Кудрявцев Эрнст Исидорович,San Lorenzo,полузащитник,3,21
Hong Kong,Яковлев Прокофий Игнатович,Nacional,полузащитник,3,24
Turkmenistan,Доронин Ефрем Алексеевич,Girondins de Bordeaux,защитник,10,1
Equatorial Guinea,Муравьев Силантий Валентинович,Grêmio,нападающий,2,5
Ireland,Гуляев Агап Эдгардович,Saint-Étienne,защитник,1,22
El Salvador,Устинов Якуб Алексеевич,Valencia,защитник,10,24
Liechtenstein,Ларионов Мокей Федосьевич,Sporting,нападающий,1,2
French Guiana,Шубин Викентий Чеславович,Rapid Wien,вратарь,9,-9
Bahamas,Князев Терентий Трифонович,Flamengo,вратарь,3,-5
Martinique,Корнилов Роман Августович,Barcelona,защитник,2,27
Solomon Islands,Фомин Яков Вилорович,Boca Juniors,вратарь,4,-7
Monaco,Бобров Аникита Ильич,Ferencvárosi TC,полузащитник,3,18
Tuvalu,Копылов Прохор Ильич,A.C. Milan,нападающий,5,18
Israel,Кошелев Афанасий Герасимович,Benfica,нападающий,10,29
Saint Lucia,Козлов Федосий Власович,Corinthians,нападающий,10,27
Costa Rica,Лазарев Эрнст Димитриевич,Vélez Sarsfield,вратарь,2,-12
Niue,Попов Спиридон Вячеславович,Schalke,вратарь,4,-6
Netherlands,Королев Геннадий Артемьевич,Olympique Marseille,нападающий,6,22
Niue,Фролов Анатолий Измаилович,Feyenoord,полузащитник,4,27
Afghanistan,Рожков Соломон Тарасович,Libertad,вратарь,9,-24
Greenland,Комаров Порфирий Всеволодович,Dinamo Zagreb,полузащитник,2,14
Taiwan,Муравьев Христофор Аксёнович,Cruzeiro,полузащитник,5,29
Netherlands Antilles,Попов Варфоломей Валентинович,Athletic Bilbao,вратарь,5,-5
Madagascar,Селезнев Фортунат Глебович,Boca Juniors,полузащитник,5,6
Lesotho,Михеев Лучезар Вячеславович,Olimpia,нападающий,2,22
Germany,Тихонов Мефодий Феоктистович,Fenerbahçe,защитник,6,6
Madagascar,Орлов Всемил Витальевич,Universidad Católica,нападающий,9,22
Belize,Шестаков Иларион Жанович,Vélez Sarsfield,полузащитник,5,2
